Episode,Average Reward,Average Loss,Total Lines sent
503,-2.415934065934065,4.319152608301031,8
504,-2.543981481481482,4.048533638185796,11
505,-4.105357142857143,6.802829168922472,2
506,-3.343434343434342,6.118030016983135,7
507,-3.4554794520547936,10.00247364601014,16
508,-3.3495535714285727,4.92665037871276,9
509,-3.545977011494254,6.395282510692125,8
510,-3.5669999999999997,7.414082472715527,0
511,-2.288023952095809,6.327258440965391,19
512,-3.725786163522013,6.17293489995045,17
513,-3.6592307692307697,3.244152386791001,4
514,-3.720370370370371,6.182962252501898,4
515,-1.2894117647058827,6.460305654361539,26
516,-2.367987804878049,5.85529286558156,17
517,-3.052755905511812,5.774214261134914,11
518,-3.520542635658916,9.826131698466087,15
519,-1.7511695906432752,9.090738561610305,18
520,-4.212631578947369,18.353356860477977,11
521,-2.629012345679012,14.17432929416486,5
522,-1.6099206349206354,5.683933505812005,11
523,-3.5562499999999995,9.878485584958662,3
524,-3.1545454545454543,6.133485688319937,5
525,-2.2040697674418612,6.301502487195035,19
526,-3.0843023255813966,6.865142506043708,6
527,-2.735123966942148,5.5895567415209975,10
528,-3.2448795180722882,10.914881549022407,27
529,-4.394642857142857,9.176742733502449,3
530,-2.2445859872611473,6.4425657767451,14
531,-2.8464788732394366,9.06603092705741,4
532,-4.113225806451612,13.943535178921833,20
533,-3.6709401709401708,7.810726779028619,10
534,-2.898170731707316,7.237954069355221,21
535,-2.847682119205298,7.781050545015428,16
536,-3.0377862595419836,8.262030369719447,17
537,-2.7831818181818186,4.120503451500554,8
538,-3.6807377049180334,6.397678335515861,12
539,-2.713533834586465,9.267214936373188,13
540,-3.7063063063063066,6.8473079081893236,12
541,-2.782456140350876,6.4220580986063736,13
542,-2.516666666666667,1.9339967551671287,6
543,-2.2451807228915657,5.048382435588683,8
544,-4.354705882352941,15.992125536169967,7
545,-3.873595505617979,9.338985533222454,6
546,-2.7030769230769245,6.007164011037765,12
547,-3.9877272727272715,8.05442562050567,13
548,-3.2724137931034485,3.7246699393084595,1
549,-3.140384615384615,3.4988956497720958,5
550,-4.02054794520548,9.45317716488283,5
551,-2.5223484848484845,7.913253669618412,13
552,-4.237012987012986,5.807577887102478,3
553,-4.388732394366197,19.870113351211792,15
554,-3.8653225806451603,5.666083642889956,3
555,-4.362068965517242,4.908417241600671,6
556,-2.6746621621621607,10.639341054180427,14
557,-3.026315789473684,13.404071935247263,5
558,-2.278865979381443,3.2103469293345666,9
559,-2.7864161849710993,12.200232219923778,20
560,-4.031097560975608,4.779554034935356,3
561,-4.351136363636362,107.19365277653493,7
562,-2.9727272727272727,18.672159874089274,4
563,-1.748630136986301,7.522924923607506,15
564,-2.4234513274336287,10.55192194306096,15
565,-2.5123853211009166,12.790415655232009,10
566,-4.283125,11.435699780011783,5
567,-2.8713235294117645,7.686359516707478,12
568,-3.1044715447154476,9.948147706794519,13
569,-3.012643678160919,3.9517364584266788,5
570,-3.9595454545454545,6.719212086525196,9
571,-4.550000000000001,5.51855688436218,4
572,-2.8700617283950605,10.812951638568824,17
573,-3.024712643678162,8.54519507829294,7
574,-2.7149999999999994,6.182121210950694,2
575,-2.900990099009901,6.99654247662347,3
576,-3.663059701492536,6.300971150904096,8
577,-3.7732484076433135,14.568971755044611,15
578,-2.9995726495726496,8.112453579529772,9
579,-2.4218181818181828,6.349855845083596,17
580,-6.850000000000001,6.885226663983693,1
581,-4.417010309278351,15.194080658192199,12
582,-3.2249999999999996,12.309982809440477,3
583,-2.557142857142857,3.6623821400284733,5
584,-4.4609022556390965,9.897073720535719,13
585,-3.7437500000000004,18.27103728321122,2
586,-2.5386904761904763,4.538094946582403,5
587,-4.36551724137931,9.016010019097253,2
588,-3.227083333333332,4.6839039860901215,3
589,-3.8808080808080807,10.080990346846221,10
590,-3.6252941176470577,8.271153674836215,7
591,-2.2964912280701753,9.85042948308993,10
592,-4.102777777777777,6.186425929242331,5
593,-4.054166666666666,82.95968079903881,12
594,-3.794186046511627,31.764810029631157,25
595,-2.6924242424242424,3.803583398771783,2
596,-2.3391304347826085,7.844726244612273,13
597,-3.8813953488372084,17.97962467572805,11
598,-4.319565217391304,11.92616576194452,13
599,-4.811904761904762,9.291720697231266,5
600,-2.882222222222222,7.200828886803679,11
601,-5.191208791208791,9.235663428552101,5
602,-2.5007575757575764,8.518424873381402,11
603,-5.336419753086419,115.73995875103422,4
604,-1.7224852071005916,10.582275079999667,18
605,-2.841666666666667,13.172731718258243,10
606,-2.8458715596330277,5.572593429929522,8
607,-3.3926086956521733,6.3075885022383025,11
608,-5.9607142857142845,137.73194809018167,2
609,-4.950884955752213,103.59185974235828,9
610,-3.3320000000000007,37.23118680098405,7
611,-4.081896551724139,40.000040039195326,2
612,-3.2189473684210523,14.14065657377145,8
613,-2.9679054054054057,11.87818562603757,12
614,-2.134070796460177,7.3253686991387585,9
615,-2.522297297297297,8.121204568057422,17
616,-3.1132183908045974,8.048840591188885,5
617,-3.2604347826086957,75.04320760981696,9
618,-2.3407563025210076,8.438531682083086,16
619,-3.4824468085106384,10.914872694755607,6
620,-3.4100000000000006,26.00588010757789,13
621,-2.7250000000000005,6.540756290920572,4
622,-4.151923076923078,21.469889116909307,6
623,-4.935227272727273,107.7512115833286,4
624,-2.7372807017543854,24.01653236091921,8
625,-3.3674157303370786,15.437770800958022,8
626,-3.7149253731343284,25.20842980059887,18
627,-2.9375,4.447049294334227,2
628,-2.759821428571429,6.888084867141775,12
629,-3.0726851851851857,11.578552439366023,11
630,-4.165350877192983,14.098334118128518,10
631,-3.629729729729729,18.666139336924545,7
632,-5.295512820512821,13.601163811372736,4
633,-2.556741573033708,7.380356403588307,6
634,-0.9517647058823528,4.239332371433262,19
635,-2.951156069364162,9.620520038056831,22
636,-4.054710144927536,10.185022818154074,16
637,-2.105921052631578,10.53853807575682,8
638,-2.0491150442477877,6.0623922424426455,12
639,-3.5000000000000004,18.332553829879505,12
640,-3.5216981132075467,15.954196076522766,13
641,-3.447619047619048,14.86048636227393,27
642,-3.4662337662337666,7.650737342489702,4
643,-1.7897887323943658,4.30965382565015,14
644,-2.2820512820512815,12.177397547521565,8
645,-3.4730769230769236,8.578492287635946,6
646,-3.109756097560977,10.815958095450474,19
647,-2.9842741935483867,86.2595484341824,10
648,-3.434638554216866,13.477400448105785,32
649,-4.029819277108433,7.710915057267362,18
650,-5.639204545454547,101.35557794433015,6
651,-4.11076388888889,53.53135536348499,15
652,-3.5213414634146334,10.596307086568077,7
653,-5.0351351351351346,15.234384356232292,7
654,-3.0628654970760225,15.860157943154768,25
655,-3.207377049180328,5.223371133093768,2
656,-5.163157894736842,19.10467573408887,1
657,-3.077631578947369,22.262940551598007,4
658,-3.4302083333333333,18.813240382087923,9
659,-2.7169421487603302,10.025683639194405,12
660,-4.085,14.098579071647922,12
661,-4.58515625,12.822036860023218,4
662,-4.373762376237622,22.096590153213665,6
663,-4.462921348314604,5.552358550181759,7
664,-3.599999999999999,23.232890854220802,7
665,-3.58019801980198,9.717820898293374,9
666,-2.779910714285715,8.493013241212989,14
667,-4.125308641975307,16.186453502117885,17
668,-3.86231884057971,12.935837846991701,1
669,-3.9611111111111135,7.807850937344079,7
670,-2.7018072289156607,3.8947541786425086,6
671,-2.2675213675213675,6.319098911726744,11
672,-2.198425196850393,7.449879534393146,20
673,-1.145086705202312,8.107352418635939,22
674,-5.231632653061225,14.008108258079583,2
675,-3.677604166666667,9.618297189954623,10
676,-3.1368749999999994,6.414217606087914,6
677,-3.4582278481012656,16.24860306499346,5
678,-2.3065359477124185,14.412592511137703,18
679,-2.46,8.638186565481334,8
680,-8.03953488372093,214.16124855883172,0
681,-5.122115384615383,25.238450615774266,2
682,-3.336363636363637,12.344813665535728,5
683,-2.8900709219858154,25.00491775441188,15
684,-5.580107526881719,9.262639376945714,7
685,-4.416891891891892,16.96379273707626,3
686,-4.423626373626374,13.734377811969882,8
687,-4.997311827956987,35.97229439854163,5
688,-3.4881578947368426,6.959375810383598,3
689,-2.6560185185185183,6.5007638593575665,7
690,-3.2981203007518793,4.177009805985115,20
691,-4.034146341463413,5.393200984514296,3
692,-2.9568322981366464,12.28352722616415,19
693,-3.8851190476190474,19.727590454510867,24
694,-4.339325842696627,9.387639732748855,3
695,-3.6235955056179763,11.909589982819169,11
696,-2.151020408163265,4.1119672915560095,6
697,-2.635862068965518,4.861765134647631,17
698,-1.9461038961038961,2.5576807279381657,8
699,-2.9359649122807037,7.949987611179383,7
700,-3.345108695652174,8.595878346956654,5
701,-2.259649122807018,9.9204006818766,19
702,-2.176470588235294,6.401829027435782,7
703,-4.222388059701492,9.182513745805707,4
704,-2.8820987654320986,8.80842762136757,6
705,-5.574999999999998,15.1157711441252,22
706,-4.57578125,6.614443325591438,4
707,-3.6925373134328345,8.00354636309029,4
708,-3.7238095238095226,19.772126501110115,10
709,-3.4254716981132063,7.571662901120397,6
710,-3.9674999999999994,7.202054886365077,5
711,-3.540109890109889,15.841100113860334,3
712,-2.3153543307086615,4.6621252164156655,13
713,-4.540625,10.735009928590443,3
714,-5.3431372549019605,7.088557046556197,3
715,-4.244375,11.3151697452784,7
716,-3.0940860215053774,8.664149585555517,12
717,-4.917910447761194,124.12733659753228,5
718,-3.275925925925926,29.99431830407336,13
719,-2.775182481751823,12.042912841536701,19
720,-2.965625,13.384037105870084,21
721,-3.6146739130434784,21.771409980345357,6
722,-2.6283505154639166,10.962851500801428,7
723,-2.6208609271523176,17.743299911607505,19
724,-2.1685714285714286,7.944878819990637,9
725,-3.118382352941176,10.762568891139168,5
726,-2.915740740740741,11.10737578335425,11
727,-3.398260869565216,9.701878130078725,8
728,-5.132843137254902,30.832544982929225,7
729,-4.236516853932582,36.55038728122861,4
730,-3.7504032258064535,6.493473109382912,10
731,-3.755494505494505,6.667511720768084,5
732,-3.5262931034482756,15.715934480576584,9
733,-3.9633333333333334,9.698018310839931,6
734,-2.2523364485981308,8.893544401625872,6
735,-3.7006410256410263,9.148850512878898,3
736,-5.567692307692307,138.37422943653556,2
737,-5.0326315789473695,47.05974558420773,12
738,-2.966326530612245,13.666390291887943,6
739,-4.8851562500000005,22.535352854883968,3
740,-3.789837398373984,10.758846587566417,14
741,-3.6809782608695643,8.99045303563142,6
742,-4.147656250000001,9.602393768160255,16
743,-2.6181481481481472,6.591574625443253,12
744,-2.959666666666667,7.7480925147301605,14
745,-2.7406249999999996,4.917421887243715,7
746,-3.8650485436893196,19.520892447654102,10
747,-2.4546728971962612,6.120629422168604,4
748,-3.590714285714287,11.323904062697798,5
749,-2.2329545454545445,10.463550559234907,14
750,-5.047674418604651,14.550991468079003,5
751,-3.5628289473684207,11.620413484554248,20
752,-2.4399253731343293,5.728333936373806,11
753,-4.44,84.36783218308543,6
754,-2.7880681818181823,20.784291977492764,4
755,-4.599206349206349,34.765993104508475,3
756,-3.7283653846153846,9.963985133056457,9
757,-2.637053571428571,11.351857369038044,16
758,-3.6686567164179102,7.9442445573741445,2
759,-4.659859154929576,22.850279601084225,4
760,-4.032442748091604,13.911254824230044,19
761,-3.1573076923076933,5.854586682976515,12
762,-4.437295081967215,86.4574266225405,15
763,-3.4764227642276437,38.18362977068466,15
764,-2.9710526315789467,8.343125965626474,6
765,-2.6964788732394376,5.183999798436892,3
766,-2.841017964071856,9.397087036274565,28
767,-3.8621212121212127,21.320975175382266,3
768,-2.1340136054421763,8.492458829047637,17
769,-3.3477941176470587,25.478507073786577,16
770,-3.1951754385964906,13.981122341195785,8
771,-3.972388059701493,6.468411518743005,3
772,-4.889655172413793,15.555127596546864,4
773,-3.1522727272727282,23.80198507993697,7
774,-4.013529411764706,53.41343460076229,6
775,-3.0313492063492062,18.233155709904313,14
776,-3.7919642857142852,10.83010664745234,2
777,-2.687857142857142,11.250154688383086,3
778,-2.2425925925925934,11.551902004592314,16
779,-3.672935779816513,26.705856228138344,8
780,-2.6407894736842112,21.404456804277512,8
781,-4.3851239669421505,43.88254183015982,13
782,-3.143491124260356,13.296282545292128,23
783,-4.292380952380952,100.1198451033106,6
784,-2.950735294117647,21.123024794690803,6
785,-2.7134615384615395,61.71396088283711,12
786,-4.801595744680849,39.09648930673745,6
787,-3.4710526315789476,20.84781151986068,3
788,-1.686813186813187,8.654919301082922,8
789,-3.165573770491803,50.39294279397649,2
790,-3.8186746987951805,173.6178036046159,7
791,-3.083544303797469,8.0806851158021,5
792,-3.7990740740740727,14.10196974753247,12
793,-3.13206106870229,13.901732933241346,14
794,-4.079126213592232,82.36429828672631,9
795,-5.00989010989011,43.27083952702674,5
796,-5.206,38.63465610126965,7
797,-5.626,209.7505113725504,6
798,-4.081000000000001,7.706670893453884,7
799,-1.8062874251497005,9.784171731708014,19
800,-4.640625000000001,110.5765753857182,5
801,-3.673786407766991,6.0613626330498676,13
802,-3.5401315789473684,5.756280590129264,8
803,-3.936538461538462,9.159944032722146,2
804,-2.625280898876404,4.468168069893662,6
805,-3.1698924731182783,17.49927794777473,6
806,-4.622580645161291,21.76397495154136,8
807,-5.6704081632653045,16.652006275267624,11
808,-3.4164,23.58530231532082,13
809,-2.937666666666667,21.601782423371137,15
810,-2.433796296296296,27.224878580602645,9
811,-3.082394366197183,79.75344163463386,20
812,-1.8889937106918238,9.639802069146743,20
813,-3.85703125,29.95885585419819,3
814,-2.2288732394366195,8.857566080712889,14
815,-3.0,53.5730701060351,7
816,-4.9875,66.53733009160108,2
817,-4.213076923076923,147.28570481516587,3
818,-3.5402777777777774,13.227500121529577,6
819,-4.065625000000001,14.463818689076561,3
820,-2.722155688622755,15.846688957922376,23
821,-1.4884848484848485,6.655309417804462,24
822,-3.46195652173913,6.037213273791839,4
823,-2.568862275449101,28.468161897036275,18
824,-3.436184210526315,9.070666047781216,4
825,-2.3520833333333333,8.47311888662322,5
826,-3.292035398230088,10.244885815299256,11
827,-3.7322085889570573,25.12968309940142,23
828,-5.725000000000003,16.829047375496224,9
829,-2.848795180722891,7.268102518221818,24
830,-3.9351562500000012,39.52566979970106,0
831,-4.169333333333334,38.303600194346316,2
832,-4.457031250000001,20.343462072094553,14
833,-3.1494186046511636,17.16843255755656,7
834,-6.154761904761906,24.670430729786556,2
835,-4.690909090909091,24.760404717847422,6
836,-3.478787878787879,27.609289098375125,2
837,-3.1662500000000002,61.85307824471104,7
838,-2.855932203389831,14.58713977507284,8
839,-3.465340909090908,11.49338131130687,4
840,-4.69469696969697,38.43204159266795,8
841,-3.435500000000001,30.101163742241916,10
842,-3.244090909090909,9.93248837431337,14
843,-3.774778761061948,22.497682768509485,10
844,-3.900943396226415,8.535261852350986,5
845,-3.624999999999999,6.738779617240652,1
846,-5.035877862595419,71.06387465902807,12
847,-2.9903669724770636,15.38063924877964,6
848,-4.263855421686748,6.142610770897065,7
849,-2.531168831168831,8.927784674476632,5
850,-6.3535714285714295,256.2876044141186,0
851,-3.762173913043476,32.93951565511322,18
852,-4.346875000000001,58.554482469341565,6
853,-3.0630952380952374,22.467107854972017,7
854,-2.8386554621848745,9.080518734055383,11
855,-2.6482758620689655,20.459431577047983,17
856,-4.7304,51.6665648067036,12
857,-4.75909090909091,32.045431865185186,6
858,-6.242105263157896,288.2446713380254,2
859,-7.358333333333334,1027.3201181549214,6
860,-4.621195652173913,11.153959565957928,8
861,-6.512765957446811,19.972422554882176,0
862,-3.866666666666667,12.561233407538385,3
863,-3.678571428571428,14.773068331042305,3
864,-4.000000000000001,30.245045810779985,5
865,-4.291935483870969,80.76186038019394,7
866,-3.9643564356435657,193.4560852838498,10
867,-2.9018656716417905,479.9102442914784,20
868,-8.107692307692306,174.27491811212587,4
869,-5.086065573770492,87.31609495017929,17
870,-4.0129032258064505,361.6164181579445,2
871,-6.014285714285715,35.94053650334744,12
872,-5.254032258064517,189.49369620880293,2
873,-5.737234042553189,73.9616789582453,4
874,-4.038636363636365,44.58425462490413,7
875,-2.4272727272727277,14.95892868379859,7
876,-4.723076923076923,23.14584744549192,5
877,-3.816292134831461,59.777665523221266,9
878,-4.201260504201681,11.898156681461964,12
879,-4.22463768115942,27.64868594746635,4
880,-2.29698795180723,14.784873762388987,25
881,-3.2264705882352938,90.52895047733033,15
882,-3.7138392857142852,58.04941462192801,10
883,-5.686666666666668,72.14234996240586,7
884,-6.622321428571429,50.92483436519251,2
885,-5.056172839506172,97.63072616710718,6
886,-6.441176470588236,258.1566402687293,2
887,-7.212222222222223,526.1821350462644,2
888,-4.023353293413174,34.222367684340135,22
889,-6.518000000000001,34.81044203832746,7
890,-4.2177083333333325,170.1138238549142,27
891,-7.014406779661018,89.05416076492259,3
892,-2.9425373134328354,134.33932387258957,2
893,-4.647959183673469,94.0302881335671,1
894,-2.934642857142858,67.37608521942997,13
895,-2.3203703703703704,20.449501988481778,23
896,-2.68343373493976,15.767935724576223,32
897,-4.461111111111111,30.324471899716436,6
898,-4.4506250000000005,11.853271573357052,5
899,-3.5010526315789483,22.026000892557203,10
900,-4.897435897435898,68.61379512829575,1
901,-4.507751937984497,23.887212341947322,22
902,-2.8321917808219186,41.725300152178214,16
903,-8.345000000000002,309.1462122344121,4
904,-3.5784482758620686,15.94426024323811,5
905,-3.4645833333333327,87.30710060090448,10
906,-4.002586206896551,224.99513787054858,1
907,-3.753571428571428,120.38917061317244,7
908,-4.151428571428572,428.11301092497473,4
909,-3.8152439024390246,79.66793561747821,4
910,-4.982800000000002,43.82529083584622,14
911,-2.8642857142857148,6.5429197227980085,3
912,-4.031923076923078,52.981320716381575,14
913,-4.8257812499999995,109.69346549557031,3
914,-3.7789473684210524,118.06812995864107,7
915,-6.555645161290323,230.53110058375094,2
916,-6.497945205479451,66.53643659647508,5
917,-3.3478723404255306,28.948331319437642,13
918,-1.3621951219512192,5.494253807017053,23
919,-5.078174603174602,83.53956197385143,11
920,-3.1530303030303015,36.40787970719464,15
921,-2.8527173913043478,118.77204383513637,7
922,-3.382638888888889,6.459646378562967,3
923,-3.2,145.37002391909832,13
924,-5.43918918918919,10.863215253134635,5
925,-4.34375,28.65628201463066,2
926,-4.998630136986301,45.43057396833498,4
927,-2.9724137931034487,6.010393659295193,7
928,-3.7431034482758636,8.630107695279621,4
929,-2.788839285714285,16.731552567242034,11
930,-2.5429577464788737,5.0609268127148646,5
931,-2.356060606060606,7.110051539532265,22
932,-3.014563106796117,6.165976750323079,7
933,-2.7907407407407407,7.128801181964701,8
934,-2.8046296296296305,12.287892086555345,17
935,-4.4409090909090905,80.76585971536068,8
936,-3.463675213675213,77.47261613850188,12
937,-2.89770642201835,190.253192833377,8
938,-5.7509999999999994,146.50450227891096,7
939,-4.927717391304348,180.4238691996864,7
940,-4.140624999999999,264.76303108176216,4
941,-5.150000000000003,35.364602116385406,4
942,-5.626436781609194,511.25998010599034,4
943,-4.236065573770492,38.36773628698754,1
944,-5.417469879518072,277.5338362111676,1
945,-3.957031250000001,32.299996008390735,2
946,-6.834375,709.5269576395829,6
947,-4.714084507042253,117.47321030456723,2
948,-4.994140624999998,192.13146697935554,10
949,-6.678813559322035,285.6568342842146,3
950,-3.4279761904761923,57.42693908172424,20
951,-5.245744680851065,581.7968821659922,8
952,-2.4775735294117642,5.519812251514689,16
953,-3.928395061728394,179.91040888026552,6
954,-4.666379310344828,336.88310318969286,2
955,-4.962612612612613,348.1857125203656,9
956,-2.9507246376811596,202.5289296967153,1
957,-3.1046052631578944,53.40422129406177,4
958,-3.384939759036143,191.1587779996338,6
959,-3.146250000000001,93.63043757831619,3
960,-3.549324324324324,157.79695758880493,4
961,-7.048913043478261,171.0421901261434,0
962,-5.394444444444445,129.10940613228797,4
963,-4.110294117647061,58.88127553313525,9
964,-3.560526315789474,6.122667052145851,2
965,-6.583333333333335,133.41753921626756,2
966,-6.807425742574257,572.2458185312698,10
967,-3.676538461538462,333.4380344231425,14
968,-3.275892857142859,8.933605476868772,28
969,-4.4952054794520535,1088.2279370907336,4
970,-3.6861702127659575,19.29401319155945,1
971,-3.6166666666666663,119.9813021238806,4
972,-3.7070754716981122,11.303726717216877,9
973,-4.577064220183487,56.312439016657244,11
974,-4.744117647058823,7.343843543956823,0
975,-3.0993902439024392,8.487587947058406,5
976,-2.998366013071896,140.49185264018507,28
977,-3.667021276595745,210.1058996165906,7
978,-5.35959595959596,100.1185994518805,7
979,-3.2270000000000003,25.437637443184066,10
980,-3.491428571428571,27.58329276765691,11
981,-4.657857142857142,22.66983933614187,12
982,-4.8388888888888895,539.6086337191583,7
983,-4.032203389830507,14.56255192195965,3
984,-2.81923076923077,66.30035160561182,11
985,-4.703773584905661,181.66479021154223,0
986,-2.2880952380952375,10.048463819238046,5
987,-3.7575657894736847,21.490337622505123,18
988,-1.911811023622048,13.567149115488279,9
989,-3.34010989010989,46.64390213747642,7
990,-5.66917808219178,90.72265140025854,4
991,-6.251271186440678,501.95122632431406,11
992,-4.145049504950494,29.21567507653951,7
993,-2.908620689655172,119.69104535956386,8
994,-4.661165048543689,44.46870940506348,14
995,-4.179477611940297,34.34282353911558,14
996,-3.955056179775281,44.321965114566694,9
997,-4.403529411764706,22.979281544477185,7
998,-3.441818181818182,62.79702924174807,2
999,-3.468877551020408,416.863820974977,9
1000,-2.8872727272727268,35.750550145944295,9
